event_id,turbine,minutes,split,time_start,time_end,direction,label
22111f435dc58605df1f,1,15,train,2024-02-17 04:30:00+00:00,2024-02-17 05:45:00+00:00,1,2
fde73d4c3a745c7681c6,1,15,train,2024-02-17 07:30:00+00:00,2024-02-17 08:00:00+00:00,-1,1
9eda7577224089665995,1,15,train,2024-02-17 09:15:00+00:00,2024-02-17 10:00:00+00:00,-1,0
a688c4dc2ea742af2495,1,15,train,2024-02-17 11:15:00+00:00,2024-02-17 13:00:00+00:00,-1,1
08ecbfba9c832be2241d,1,15,train,2024-02-17 13:15:00+00:00,2024-02-17 14:00:00+00:00,1,2
8a09710972933ad228c2,1,15,train,2024-02-18 01:45:00+00:00,2024-02-18 04:00:00+00:00,1,1
535604405b6c1ea5ddc0,1,15,train,2024-02-18 04:30:00+00:00,2024-02-18 06:15:00+00:00,-1,0
f25fb4177376427dc9b9,1,15,train,2024-02-18 06:30:00+00:00,2024-02-18 07:00:00+00:00,-1,3
bf2ef6ceeec05b6aab31,1,15,train,2024-02-21 09:30:00+00:00,2024-02-21 10:00:00+00:00,1,3
4834c5dafab09a6d5a59,1,15,train,2024-02-21 16:30:00+00:00,2024-02-21 17:00:00+00:00,1,3
9b2002db11464156f51f,1,15,train,2024-02-22 01:30:00+00:00,2024-02-22 03:00:00+00:00,1,1
b35a4f3f62cc83152b8c,1,15,train,2024-02-25 21:00:00+00:00,2024-02-25 21:30:00+00:00,1,1
e9517a95725645a95b31,1,15,train,2024-02-26 16:45:00+00:00,2024-02-26 17:45:00+00:00,-1,3
7d30ffbb4c90a3085f1c,1,15,train,2024-02-26 22:00:00+00:00,2024-02-27 01:15:00+00:00,1,2
5cdf026e2c918f34d96f,1,15,train,2024-02-27 02:00:00+00:00,2024-02-27 03:00:00+00:00,-1,3
b6bbc5e2206e7d5f25d2,1,15,train,2024-02-27 15:45:00+00:00,2024-02-27 16:30:00+00:00,1,2
cd922561608d80b2c18d,1,15,train,2024-02-27 20:30:00+00:00,2024-02-28 01:00:00+00:00,1,2
2d549a1ec133518cfa95,1,15,train,2024-02-28 17:15:00+00:00,2024-02-28 18:30:00+00:00,1,2
f60a172aff5d990da6ce,1,15,train,2024-02-28 21:15:00+00:00,2024-02-28 22:30:00+00:00,-1,0
0fc8a0ec927c42c5a6db,1,15,train,2024-03-03 14:30:00+00:00,2024-03-03 16:15:00+00:00,-1,3
a06f47b76c33474deded,1,15,train,2024-03-03 16:30:00+00:00,2024-03-03 17:00:00+00:00,1,1
ec2c439911c8fb6b4c64,1,15,train,2024-03-03 17:15:00+00:00,2024-03-03 18:45:00+00:00,1,2
f20512cd608c04c2b9a3,1,15,train,2024-03-03 20:00:00+00:00,2024-03-03 21:45:00+00:00,-1,3
f7fac429ce63431e2a53,1,15,train,2024-03-03 23:30:00+00:00,2024-03-04 00:00:00+00:00,-1,1
ef6e2534c049d212b1bc,1,15,train,2024-03-04 00:30:00+00:00,2024-03-04 01:00:00+00:00,1,1
1598f4811f9b2999b933,1,15,train,2024-03-04 18:45:00+00:00,2024-03-04 19:15:00+00:00,1,1
fb1d322c45feedc1680f,1,15,train,2024-03-04 21:00:00+00:00,2024-03-04 21:30:00+00:00,1,1
7fe159a5c36e087f80e2,1,15,train,2024-03-04 22:00:00+00:00,2024-03-04 23:45:00+00:00,1,2
cd7172054cdb8ce05c7b,1,15,train,2024-03-05 00:00:00+00:00,2024-03-05 01:30:00+00:00,-1,3
92154927ad083a647216,1,15,train,2024-03-05 03:00:00+00:00,2024-03-05 03:30:00+00:00,1,3
317a0f7ab7c3a419c1f0,1,15,train,2024-03-05 10:45:00+00:00,2024-03-05 11:15:00+00:00,1,1
7ec352317d24583716fd,1,15,train,2024-03-05 12:00:00+00:00,2024-03-05 13:30:00+00:00,1,2
645b1da9f233b7748eca,1,15,train,2024-03-06 01:00:00+00:00,2024-03-06 01:45:00+00:00,-1,3
f0d4686249c95df20704,1,15,train,2024-03-07 12:30:00+00:00,2024-03-07 13:30:00+00:00,1,2
5a555fa653d73c3861f9,1,15,train,2024-03-11 11:30:00+00:00,2024-03-11 12:00:00+00:00,1,3
8eb32402a7c308cd18ae,1,15,train,2024-03-11 22:45:00+00:00,2024-03-12 01:00:00+00:00,1,2
63deba2414176b6f5974,1,15,train,2024-03-12 01:15:00+00:00,2024-03-12 02:45:00+00:00,-1,0
e8d238338a35510c56d2,1,15,train,2024-03-12 03:00:00+00:00,2024-03-12 05:00:00+00:00,-1,0
