event_id,turbine,minutes,split,time_start,time_end,direction,label
eef590829560e401cb57,1,60,train,2024-02-17 04:00:00+00:00,2024-02-17 06:00:00+00:00,1,1
9c5a94303722e14ce4d3,1,60,train,2024-02-17 11:00:00+00:00,2024-02-17 14:00:00+00:00,1,2
a48f608c061b303a0057,1,60,train,2024-02-26 22:00:00+00:00,2024-02-27 01:00:00+00:00,1,1
e1e12d413ff0f11cbb78,1,60,train,2024-02-27 20:00:00+00:00,2024-02-28 01:00:00+00:00,1,1
9c6ec00eceafa2a60ac6,1,60,train,2024-02-28 17:00:00+00:00,2024-02-28 19:00:00+00:00,-1,2
1f4c2225a74594ea4906,1,60,train,2024-03-03 14:00:00+00:00,2024-03-03 19:00:00+00:00,1,1
ec52ed8874ba6484e3ef,1,60,train,2024-03-03 20:00:00+00:00,2024-03-03 22:00:00+00:00,-1,2
fada050a4bfa2d75ddd0,1,60,train,2024-03-15 01:00:00+00:00,2024-03-15 05:00:00+00:00,1,1
29884d1a9923168f9434,1,60,train,2024-03-15 21:00:00+00:00,2024-03-16 07:00:00+00:00,-1,2
52f09fdf6a2c48a5b90c,1,60,train,2024-03-16 11:00:00+00:00,2024-03-16 14:00:00+00:00,-1,2
baef6b5880e3006ae97f,1,60,train,2024-03-16 15:00:00+00:00,2024-03-16 17:00:00+00:00,-1,3
e771e5c867074365516d,1,60,train,2024-03-23 19:00:00+00:00,2024-03-23 22:00:00+00:00,1,3
b9e12629c149664c029d,1,60,train,2024-03-25 22:00:00+00:00,2024-03-26 01:00:00+00:00,-1,2
d3b9846e1531aaf94013,1,60,validation,2024-07-08 20:00:00+00:00,2024-07-08 22:00:00+00:00,1,3
f525fcb06099bc783dd8,1,60,validation,2024-07-10 22:00:00+00:00,2024-07-11 01:00:00+00:00,-1,2
fc6aa42a0d1412069469,1,60,test,2024-07-12 13:00:00+00:00,2024-07-12 15:00:00+00:00,1,3
a58a01b6ca9e6445e973,1,60,test,2024-07-13 15:00:00+00:00,2024-07-13 19:00:00+00:00,-1,2
2ebe2f4c633143a39593,1,60,test,2024-07-13 20:00:00+00:00,2024-07-13 22:00:00+00:00,-1,2
f3d852bf093948762861,1,60,test,2024-07-13 23:00:00+00:00,2024-07-14 03:00:00+00:00,1,3
b5b64f96b158175eff4c,1,60,test,2024-07-14 05:00:00+00:00,2024-07-14 08:00:00+00:00,-1,3
48ab18fca1e8fe2b1b4d,1,60,test,2024-07-14 09:00:00+00:00,2024-07-14 14:00:00+00:00,1,1
0bfd62bb89ca588694ef,1,60,test,2024-07-15 08:00:00+00:00,2024-07-15 10:00:00+00:00,-1,2
575699913743663b9310,1,60,test,2024-07-15 11:00:00+00:00,2024-07-15 15:00:00+00:00,-1,0
a84f161c0e6d0c7c869c,1,60,test,2024-07-16 15:00:00+00:00,2024-07-16 19:00:00+00:00,-1,2
442547301c552968996e,1,60,test,2024-07-16 20:00:00+00:00,2024-07-16 22:00:00+00:00,-1,2
f874d676e5a9b60c155f,1,60,test,2024-07-16 23:00:00+00:00,2024-07-17 03:00:00+00:00,1,3
7ab234aa478373753029,1,60,test,2024-07-17 05:00:00+00:00,2024-07-17 08:00:00+00:00,-1,3
666fb899a916b3b0cc53,1,60,test,2024-07-17 13:00:00+00:00,2024-07-17 22:00:00+00:00,-1,2
7af62e52eaa96fa110b5,1,60,test,2024-07-19 10:00:00+00:00,2024-07-19 14:00:00+00:00,-1,0
2e28802d304b437a0597,1,60,test,2024-07-21 06:00:00+00:00,2024-07-21 08:00:00+00:00,-1,2
43a336379bdf86713d37,1,60,test,2024-07-22 06:00:00+00:00,2024-07-22 13:00:00+00:00,-1,2
bc1c675e43075b738e8d,1,60,test,2024-07-22 16:00:00+00:00,2024-07-22 20:00:00+00:00,1,3
f6fbd22f204c37123b36,1,60,test,2024-07-23 10:00:00+00:00,2024-07-23 12:00:00+00:00,-1,0
df295905b7d8a37cc181,1,60,test,2024-07-23 14:00:00+00:00,2024-07-23 16:00:00+00:00,-1,3
557af50a8433957a9187,1,60,test,2024-07-24 03:00:00+00:00,2024-07-24 06:00:00+00:00,-1,3
44a2b402ed24aa57a1b6,1,60,test,2024-07-24 17:00:00+00:00,2024-07-24 19:00:00+00:00,1,2
0b0200efdc3f405871bf,1,60,test,2024-07-24 21:00:00+00:00,2024-07-24 23:00:00+00:00,1,3
5d030b4a8aca1ed639ed,1,60,test,2024-07-25 13:00:00+00:00,2024-07-25 16:00:00+00:00,1,2
f13132128724a6418d00,1,60,test,2024-07-26 00:00:00+00:00,2024-07-26 02:00:00+00:00,1,3
3839903a746ccd313ab0,1,60,test,2024-07-26 16:00:00+00:00,2024-07-26 18:00:00+00:00,1,1
8a4e95de2ec0336b6607,1,60,test,2024-07-26 20:00:00+00:00,2024-07-26 22:00:00+00:00,1,3
1c932fb8a9ade56e4f9b,1,60,test,2024-07-27 04:00:00+00:00,2024-07-27 13:00:00+00:00,-1,1
45e4e6e0de7c7ff48497,1,60,test,2024-07-28 12:00:00+00:00,2024-07-28 15:00:00+00:00,-1,2
44c3eca0f649fdbb82fa,1,60,test,2024-07-28 16:00:00+00:00,2024-07-28 19:00:00+00:00,-1,3
a3fb544895e12c8bfaef,1,60,test,2024-07-28 20:00:00+00:00,2024-07-28 22:00:00+00:00,-1,3
3ab78f6b3c94e3eda229,1,60,test,2024-07-29 08:00:00+00:00,2024-07-29 17:00:00+00:00,-1,0
fe22ef3f505391d03138,1,60,test,2024-07-30 13:00:00+00:00,2024-07-30 16:00:00+00:00,1,1
f6e2edcd2432da12d48f,1,60,test,2024-07-30 17:00:00+00:00,2024-07-30 20:00:00+00:00,1,3
1ebb6e78b5d0cff2cdb9,1,60,test,2024-07-31 03:00:00+00:00,2024-07-31 05:00:00+00:00,-1,3
e85eeaabc336bdea09e1,1,60,test,2024-07-31 09:00:00+00:00,2024-07-31 13:00:00+00:00,1,1
7c8c96d5caa5e521a81b,1,60,test,2024-07-31 17:00:00+00:00,2024-08-01 00:00:00+00:00,-1,0
d78657f277a194fcbda2,1,60,test,2024-08-01 01:00:00+00:00,2024-08-01 03:00:00+00:00,1,2
64432bf30fcd6e3bd447,1,60,test,2024-08-01 06:00:00+00:00,2024-08-01 09:00:00+00:00,1,3
6583fd15290e92b192fe,1,60,test,2024-08-02 07:00:00+00:00,2024-08-02 18:00:00+00:00,-1,2
b103b7ac9e5c0184706c,1,60,test,2024-08-05 08:00:00+00:00,2024-08-05 12:00:00+00:00,-1,2
04bc53add69051edb403,1,60,test,2024-08-05 14:00:00+00:00,2024-08-05 17:00:00+00:00,-1,3
93c55a68add5b556a2e7,1,60,test,2024-08-06 03:00:00+00:00,2024-08-06 05:00:00+00:00,1,3
c90e9583b67880aa85d8,1,60,test,2024-08-07 11:00:00+00:00,2024-08-07 16:00:00+00:00,1,1
24e1cf45fa86de23ccf2,1,60,test,2024-08-07 19:00:00+00:00,2024-08-08 01:00:00+00:00,-1,0
35980ddca395efe43a45,1,60,test,2024-08-08 09:00:00+00:00,2024-08-08 11:00:00+00:00,1,2
7d7aabaf419b847f6b0e,1,60,test,2024-08-08 13:00:00+00:00,2024-08-08 15:00:00+00:00,1,3
93fa445d3834caf29e4a,1,60,test,2024-08-09 04:00:00+00:00,2024-08-09 06:00:00+00:00,1,1
aeb94f6f1dcd039e41dc,1,60,test,2024-08-10 06:00:00+00:00,2024-08-10 10:00:00+00:00,-1,2
f8f7d6aa58b9e4cbd6e2,1,60,test,2024-08-10 14:00:00+00:00,2024-08-10 16:00:00+00:00,-1,3
8cb1106cd8ee44bdc1dc,1,60,test,2024-08-11 15:00:00+00:00,2024-08-11 17:00:00+00:00,1,1
15ccc59b1e0bf6548ae1,1,60,test,2024-08-11 19:00:00+00:00,2024-08-11 21:00:00+00:00,1,3
e54ab4e3c129ebd6d113,1,60,test,2024-08-12 00:00:00+00:00,2024-08-12 04:00:00+00:00,1,2
8db01501ac74fc452646,1,60,test,2024-08-12 07:00:00+00:00,2024-08-12 10:00:00+00:00,1,2
1b2497fed2e94eec3830,1,60,test,2024-08-12 11:00:00+00:00,2024-08-12 15:00:00+00:00,-1,3
96009f4062b7f3b7380b,1,60,test,2024-08-12 22:00:00+00:00,2024-08-13 02:00:00+00:00,1,1
7105875240ef9a2c808e,1,60,test,2024-08-13 03:00:00+00:00,2024-08-13 08:00:00+00:00,-1,0
5835a5bb6a9fe697e1a8,1,60,test,2024-08-13 19:00:00+00:00,2024-08-13 22:00:00+00:00,1,1
342c95be54cd40c5fd6e,1,60,test,2024-08-14 01:00:00+00:00,2024-08-14 03:00:00+00:00,-1,2
a1c684b0629a5f47a980,1,60,test,2024-08-14 05:00:00+00:00,2024-08-14 07:00:00+00:00,-1,3
918bc229baa0e4fb4518,1,60,test,2024-08-14 12:00:00+00:00,2024-08-14 14:00:00+00:00,-1,3
49d49ecd3ec5e9464890,1,60,test,2024-08-15 16:00:00+00:00,2024-08-15 18:00:00+00:00,1,2
e944f888eaf36037b981,1,60,test,2024-08-15 20:00:00+00:00,2024-08-15 22:00:00+00:00,-1,3
7801d75e0eec3c5d15f1,1,60,test,2024-08-16 16:00:00+00:00,2024-08-16 19:00:00+00:00,-1,2
2fdf0f06f3141e958c1b,1,60,test,2024-08-16 20:00:00+00:00,2024-08-16 22:00:00+00:00,-1,3
13123df0511087340f48,1,60,test,2024-08-17 17:00:00+00:00,2024-08-18 01:00:00+00:00,-1,0
c4ad5ab73e4632a2a7d6,2,60,train,2024-02-17 11:00:00+00:00,2024-02-17 14:00:00+00:00,1,2
e8366768b64be6cba8a5,2,60,train,2024-02-26 22:00:00+00:00,2024-02-27 01:00:00+00:00,1,1
930e39592cc37def9949,2,60,train,2024-02-27 20:00:00+00:00,2024-02-28 01:00:00+00:00,1,1
b9bf4146410a7488c9ed,2,60,train,2024-03-03 14:00:00+00:00,2024-03-03 19:00:00+00:00,1,1
f1a5f056c6f52d085a32,2,60,train,2024-03-03 20:00:00+00:00,2024-03-03 22:00:00+00:00,-1,2
33296a2c09ce9c2a9510,2,60,train,2024-03-14 08:00:00+00:00,2024-03-14 12:00:00+00:00,-1,0
08aaa24bb8a797ed289a,2,60,train,2024-03-15 00:00:00+00:00,2024-03-15 05:00:00+00:00,1,1
70fc2a12dacf21083504,2,60,train,2024-03-15 21:00:00+00:00,2024-03-16 07:00:00+00:00,-1,2
43eba8a85fe9a4c570c8,2,60,train,2024-03-16 11:00:00+00:00,2024-03-16 13:00:00+00:00,1,2
8868d007afbab8f2bd8f,2,60,train,2024-03-23 19:00:00+00:00,2024-03-23 22:00:00+00:00,1,3
448db472082aef3ff376,2,60,validation,2024-07-08 20:00:00+00:00,2024-07-08 22:00:00+00:00,1,3
f67d89b3744cb911bf98,2,60,test,2024-07-13 15:00:00+00:00,2024-07-13 19:00:00+00:00,1,1
12c23378085fcceeea43,2,60,test,2024-07-13 20:00:00+00:00,2024-07-14 01:00:00+00:00,-1,0
84e5f577ee6fccd464df,2,60,test,2024-07-14 05:00:00+00:00,2024-07-14 08:00:00+00:00,-1,3
d01a254dc9feab291b45,2,60,test,2024-07-14 10:00:00+00:00,2024-07-14 15:00:00+00:00,1,1
83107e3b0ca8eaa3c794,2,60,test,2024-07-14 17:00:00+00:00,2024-07-14 19:00:00+00:00,1,3
dc237c4fc773d4cfdb94,2,60,test,2024-07-15 08:00:00+00:00,2024-07-15 10:00:00+00:00,-1,2
